dig,dump,it
2031,1530,1456
2031,1530,1457
2031,1530,1458
2031,1530,1459
2031,1530,1460
2031,1530,1461
2031,1530,1462
2031,1530,1463
2031,1530,1464
2031,1530,1465
2031,1530,1466
2031,1530,1467
2031,1530,1468
2031,1530,1469
2031,1530,1470
2031,1530,1471
2031,1530,1472
2031,1530,1473
2031,1530,1474
2031,1530,1475
2031,1530,1476
2031,1530,1477
2031,1530,1478
2031,1530,1479
2031,1530,1480
2031,1530,1481
2031,1530,1482
2031,1530,1483
2031,1530,1484
2031,1530,1485
2031,1530,1486
2031,1530,1487
2031,1530,1488
2031,1530,1489
2031,1530,1490
2031,1530,1491
2031,1530,1492
2031,1530,1493
2031,1530,1494
2031,1530,1495
2031,1530,1496
2031,1530,1497
2031,1530,1498
2031,1530,1499
2031,1530,1500
2031,1530,1501
2031,1530,1502
2031,1530,1503
2031,1530,1504
2031,1530,1505
2031,1530,1506
2031,1530,1507
2031,1530,1508
2031,1530,1509
2031,1530,1510
2031,1530,1511
2031,1530,1512
2031,1530,1513
2031,1530,1514
2031,1530,1515
2031,1530,1516
2031,1530,1517
2031,1530,1518
2031,1530,1519
2031,1530,1520
2031,1530,1521
2031,1530,1522
2031,1530,1523
2031,1530,1524
2031,1530,1525
2031,1530,1526
2031,1530,1527
2031,1530,1528
2031,1530,1529
2031,1530,1530
2031,1530,1531
2031,1530,1532
2031,1530,1533
2031,1530,1534
2031,1530,1535
2031,1530,1536
2031,1530,1537
2031,1530,1538
2031,1530,1539
2031,1530,1540
2031,1530,1541
2031,1530,1542
2031,1530,1543
2031,1530,1544
2031,1530,1545
2031,1530,1546
2031,1530,1547
2031,1530,1548
2031,1530,1549
2031,1530,1550
2031,1530,1551
2031,1530,1552
2031,1530,1553
2031,1530,1554
2031,1530,1555
2031,1530,1556
2031,1530,1557
2031,1530,1558
2031,1530,1559
2031,1530,1560
2031,1530,1561
2031,1530,1562
2031,1530,1563
2031,1530,1564
2031,1530,1565
2031,1530,1566
2031,1530,1567
2031,1530,1568
2031,1530,1569
2031,1530,1570
2031,1530,1571
2031,1530,1572
2031,1530,1573
2031,1530,1574
2031,1530,1575
2031,1530,1576
2031,1530,1577
2031,1530,1578
2031,1530,1579
2031,1530,1580
2031,1530,1581
2031,1530,1582
2031,1530,1583
2031,1530,1584
2031,1530,1585
2031,1530,1586
2031,1530,1587
2031,1530,1588
2031,1530,1589
2031,1530,1590
2031,1530,1591
2031,1530,1592
2031,1530,1593
2031,1530,1594
2031,1530,1595
2031,1530,1596
2031,1530,1597
2031,1530,1598
2031,1530,1599
2031,1530,1600
2031,1530,1601
2031,1530,1602
2031,1530,1603
2031,1530,1604
2031,1530,1605
2031,1530,1606
2031,1530,1607
2031,1530,1608
2031,1530,1609
2031,1530,1610
2031,1530,1611
2031,1530,1612
2031,1530,1613
2031,1530,1614
2031,1530,1615
2031,1530,1616
2031,1530,1617
2031,1530,1618
2031,1530,1619
2031,1530,1620
2031,1530,1621
2031,1530,1622
2031,1530,1623
2031,1530,1624
2031,1530,1625
2031,1530,1626
2031,1530,1627
2031,1530,1628
2031,1530,1629
2031,1530,1630
2031,1530,1631
2031,1530,1632
2031,1530,1633
2031,1530,1634
2031,1530,1635
2031,1530,1636
2031,1530,1637
2031,1530,1638
2031,1530,1639
2031,1530,1640
2031,1530,1641
2031,1530,1642
2031,1530,1643
2031,1530,1644
2031,1530,1645
2031,1530,1646
2031,1530,1647
2031,1530,1648
2031,1530,1649
2031,1530,1650
2031,1530,1651
2031,1530,1652
2031,1530,1653
2031,1530,1654
2031,1530,1655
2031,1530,1656
2031,1530,1657
2031,1530,1658
2031,1530,1659
2031,1530,1660
2031,1530,1661
2031,1530,1662
2031,1530,1663
2031,1530,1664
2031,1530,1665
2031,1530,1666
2031,1530,1667
2031,1530,1668
2031,1530,1669
2031,1530,1670
2031,1530,1671
2031,1530,1672
2031,1530,1673
2031,1530,1674
2031,1530,1675
2031,1530,1676
2031,1530,1677
2031,1530,1678
2031,1530,1679
2031,1530,1680
2031,1530,1681
2031,1530,1682
2031,1530,1683
2031,1530,1684
2031,1530,1685
2031,1530,1686
2031,1530,1687
2031,1530,1688
2031,1530,1689
2031,1530,1690
2031,1530,1691
2031,1530,1692
2031,1530,1693
2031,1530,1694
2031,1530,1695
2031,1530,1696
2031,1530,1697
2031,1530,1698
2031,1530,1699
2031,1530,1700
2031,1530,1701
2031,1530,1702
2031,1530,1703
2031,1530,1704
2031,1530,1705
2031,1530,1706
2031,1530,1707
2031,1530,1708
2031,1530,1709
2031,1530,1710
2031,1530,1711
2031,1530,1712
2031,1530,1713
2031,1530,1714
2031,1530,1715
2031,1530,1716
2031,1530,1717
2031,1530,1718
2031,1530,1719
2031,1530,1720
2031,1530,1721
2031,1530,1722
2031,1530,1723
2031,1530,1724
2031,1530,1725
2031,1530,1726
2031,1530,1727
2031,1530,1728
2031,1530,1729
2031,1530,1730
2031,1530,1731
2031,1530,1732
2031,1530,1733
2031,1530,1734
2031,1530,1735
2031,1530,1736
2031,1530,1737
2031,1530,1738
2031,1530,1739
2031,1530,1740
2031,1530,1741
2031,1530,1742
2031,1530,1743
2031,1530,1744
2031,1530,1745
2031,1530,1746
2031,1530,1747
2031,1530,1748
2031,1530,1749
2031,1530,1750
2031,1530,1751
2031,1530,1752
2031,1530,1753
2031,1530,1754
2031,1530,1755
2031,1530,1756
2031,1530,1757
2031,1530,1758
2031,1530,1759
2031,1530,1760
2031,1530,1761
2031,1530,1762
2031,1530,1763
2031,1530,1764
2031,1530,1765
2031,1530,1766
2031,1530,1767
2031,1530,1768
2031,1530,1769
2031,1530,1770
2031,1530,1771
2031,1530,1772
2031,1530,1773
2031,1530,1774
2031,1530,1775
2031,1530,1776
2031,1530,1777
2031,1530,1778
