dig,dump,employment,it
505,507,0.0,287
505,507,0.0,288
505,507,0.0,289
505,507,0.0,290
505,507,0.0,291
505,507,0.0,292
505,507,0.0,293
505,507,0.0,294
505,507,0.0,295
505,507,0.0,296
505,507,0.0,297
505,507,0.0,298
505,507,0.0,299
505,507,0.0,300
505,507,0.0,301
505,507,0.0,302
505,507,0.0,303
505,507,0.0,304
505,507,0.0,305
505,507,0.0,306
505,507,0.0,307
505,507,0.0,308
505,507,0.0,309
505,507,0.0,310
505,507,0.0,311
505,507,0.0,312
505,507,0.0,313
505,507,0.0,314
505,507,0.0,315
505,507,0.0,316
505,507,0.0,317
505,507,0.0,318
505,507,0.0,319
510,507,0.0,320
511,507,0.0,321
517,507,0.0,322
520,507,0.0,323
527,507,0.0,324
532,507,0.0,325
539,507,0.0,326
546,507,0.0,327
553,507,0.0,328
560,507,0.0,329
567,507,0.0,330
574,507,0.0,331
581,507,0.0,332
588,507,0.0,333
595,507,0.0,334
602,507,0.0,335
609,507,0.0,336
616,507,0.0,337
623,507,0.0,338
630,507,0.0,339
637,507,0.0,340
644,507,0.0,341
651,507,0.0,342
658,507,0.0,343
665,507,0.0,344
672,507,0.0,345
679,507,0.0,346
686,507,0.0,347
693,507,0.0,348
693,507,0.0,349
693,507,0.0,350
700,507,0.0,351
707,507,0.0,352
714,507,0.0,353
721,507,0.0,354
728,507,0.0,355
735,507,0.0,356
742,507,0.0,357
749,507,0.0,358
756,507,0.0,359
763,507,0.0,360
770,507,0.0,361
777,507,0.0,362
784,507,0.0,363
791,507,0.0,364
798,507,0.0,365
805,507,0.0,366
812,507,0.0,367
819,507,0.0,368
826,507,0.0,369
833,507,0.0,370
840,507,0.0,371
847,507,0.0,372
854,507,0.0,373
861,507,0.0,374
868,507,0.0,375
875,507,0.0,376
882,507,0.0,377
889,507,0.0,378
896,507,0.0,379
903,507,0.0,380
910,507,0.0,381
910,507,0.0,382
917,507,0.0,383
924,507,0.0,384
931,507,0.0,385
938,507,0.0,386
945,507,0.0,387
952,507,0.0,388
959,507,0.0,389
966,507,0.0,390
973,507,0.0,391
980,507,0.0,392
987,507,0.0,393
994,507,0.0,394
1001,507,0.0,395
1008,507,0.0,396
1008,507,0.0,397
1008,507,0.0,398
1008,507,0.0,399
1008,507,0.0,400
1008,507,0.0,401
1008,507,0.0,402
1008,507,0.0,403
1008,507,0.0,404
1008,507,0.0,405
1008,507,0.0,406
1008,507,0.0,407
1008,507,0.0,408
1008,507,0.0,409
1008,507,0.0,410
1008,507,0.0,411
1008,507,0.0,412
1008,507,0.0,413
1008,507,0.0,414
1008,507,0.0,415
1008,507,0.0,416
1008,507,0.0,417
1008,507,0.0,418
1008,507,0.0,419
1008,507,0.0,420
1008,507,0.0,421
1008,507,0.0,422
1008,507,0.0,423
1008,507,0.0,424
1008,507,0.0,425
1008,507,0.0,426
1008,507,0.0,427
1008,507,0.0,428
1008,507,0.0,429
1008,507,0.0,430
1008,507,0.0,431
1008,507,0.0,432
1008,507,0.0,433
1008,507,0.0,434
1008,507,0.0,435
1008,507,0.0,436
1008,507,0.0,437
1008,507,0.0,438
1008,507,0.0,439
1008,507,0.0,440
1008,507,0.0,441
1008,507,0.0,442
1008,507,0.0,443
1008,507,0.0,444
1008,507,0.0,445
1008,507,0.0,446
1008,507,0.0,447
1008,507,0.0,448
1008,507,0.0,449
1008,507,0.0,450
1008,507,0.0,451
1008,507,0.0,452
1008,507,0.0,453
1008,507,0.0,454
1008,507,0.0,455
1008,507,0.0,456
1008,507,0.0,457
1008,507,0.0,458
1008,507,0.0,459
1008,507,0.0,460
1008,507,0.0,461
1008,507,0.0,462
1008,507,0.0,463
1008,507,0.0,464
1008,507,0.0,465
1008,507,0.0,466
1008,507,0.0,467
1008,507,0.0,468
1008,507,0.0,469
1008,507,0.0,470
1008,507,0.0,471
1008,507,0.0,472
1008,507,0.0,473
1008,507,0.0,474
1008,507,0.0,475
1008,507,0.0,476
1008,507,0.0,477
1008,507,0.0,478
1008,507,0.0,479
1008,507,0.0,480
1008,507,0.0,481
1008,507,0.0,482
1008,507,0.0,483
1008,507,0.0,484
1008,507,0.0,485
1008,507,0.0,486
1008,507,0.0,487
1008,507,0.0,488
1008,507,0.0,489
1008,507,0.0,490
1008,507,0.0,491
1008,507,0.0,492
1008,507,0.0,493
1008,507,0.0,494
1008,507,0.0,495
1008,507,0.0,496
1008,507,0.0,497
1008,507,0.0,498
1008,507,0.0,499
1008,507,0.0,500
1008,507,0.0,501
1008,507,0.0,502
1008,507,0.0,503
1008,507,0.0,504
1008,507,0.0,505
1008,507,0.0,506
1008,507,0.0,507
1008,507,0.0,508
1008,507,0.0,509
1008,507,0.0,510
1008,507,0.0,511
1008,507,0.0,512
1008,507,0.0,513
1008,507,0.0,514
1008,507,0.0,515
1008,507,0.0,516
1008,507,0.0,517
1008,507,0.0,518
1008,507,0.0,519
1008,507,0.0,520
1008,507,0.0,521
1008,507,0.0,522
1008,507,0.0,523
1008,507,0.0,524
1008,507,0.0,525
1008,507,0.0,526
1008,507,0.0,527
1008,507,0.0,528
1008,509,0.0,529
1008,513,0.0,530
1008,519,0.0,531
1008,528,0.0,532
1008,537,0.0,533
1008,546,0.0,534
1008,555,0.0,535
1008,564,0.0,536
1008,573,0.0,537
1008,582,0.0,538
1008,591,0.0,539
1008,600,0.0,540
1008,609,0.0,541
1008,618,0.0,542
1008,627,0.0,543
1008,636,0.0,544
1008,645,0.0,545
1008,654,0.0,546
1008,663,0.0,547
1008,672,0.0,548
1008,681,0.0,549
1008,690,0.0,550
1008,699,0.0,551
1008,708,0.0,552
1008,717,0.0,553
1008,726,0.0,554
1008,735,0.0,555
1008,744,0.0,556
1008,753,0.0,557
1008,762,0.0,558
1008,771,0.0,559
1008,780,0.0,560
1008,789,0.0,561
1008,798,0.0,562
1008,807,0.0,563
1008,816,0.0,564
1008,825,0.0,565
1008,834,0.0,566
1008,843,0.0,567
1008,852,0.0,568
1008,861,0.0,569
1008,870,0.0,570
1008,879,0.0,571
1008,888,0.0,572
1008,897,0.0,573
1008,906,0.0,574
1008,915,0.0,575
1008,924,0.0,576
1008,933,0.0,577
1008,942,0.0,578
1008,951,0.0,579
1008,960,0.0,580
1008,969,0.0,581
1008,978,0.0,582
1008,987,0.0,583
1008,996,0.0,584
1008,1005,0.0,585
1008,1014,0.0,586
1008,1014,0.0,587
1008,1014,0.0,588
1008,1014,0.0,589
1008,1014,0.0,590
1008,1014,0.0,591
1008,1014,0.0,592
1008,1014,0.0,593
1008,1014,0.0,594
1008,1014,0.0,595
1008,1014,0.0,596
1008,1014,0.0,597
1008,1014,0.0,598
1008,1014,0.0,599
1008,1014,0.0,600
1008,1014,0.0,601
1008,1014,0.0,602
1008,1014,0.0,603
1008,1014,0.0,604
1008,1014,0.0,605
1008,1014,0.0,606
1008,1014,0.0,607
1008,1014,0.0,608
1008,1014,0.0,609
1008,1014,0.0,610
1008,1014,0.0,611
1008,1014,0.0,612
1008,1014,0.0,613
1008,1014,0.0,614
1008,1014,0.0,615
1008,1014,0.0,616
1008,1014,0.0,617
1008,1014,0.0,618
1008,1014,0.0,619
1008,1014,0.0,620
1008,1014,0.0,621
1008,1014,0.0,622
1008,1014,0.0,623
1008,1014,0.0,624
1008,1014,0.0,625
1008,1014,0.0,626
1008,1014,0.0,627
1008,1014,0.0,628
1008,1014,0.0,629
1008,1014,0.0,630
1008,1014,0.0,631
1008,1014,0.0,632
1008,1014,0.0,633
1008,1014,0.0,634
1008,1014,0.0,635
1008,1014,0.0,636
1008,1014,0.0,637
1008,1014,0.0,638
1008,1014,0.0,639
1008,1014,0.0,640
1008,1014,0.0,641
1008,1014,0.0,642
1008,1014,0.0,643
1008,1014,0.0,644
1008,1014,0.0,645
1008,1014,0.0,646
1008,1014,0.0,647
1008,1014,0.0,648
1008,1014,0.0,649
1008,1014,0.0,650
1008,1014,0.0,651
1008,1014,0.0,652
1008,1014,0.0,653
1008,1014,0.0,654
1008,1014,0.0,655
1008,1014,0.0,656
1008,1014,0.0,657
1008,1014,0.0,658
1008,1014,0.0,659
1008,1014,0.0,660
1008,1014,0.0,661
1008,1014,0.0,662
1008,1014,0.0,663
1008,1014,0.0,664
1008,1014,0.0,665
1008,1014,0.0,666
1008,1014,0.0,667
1008,1014,0.0,668
1008,1014,0.0,669
1008,1014,0.0,670
1008,1014,0.0,671
1008,1014,0.0,672
1008,1014,0.0,673
1008,1014,0.0,674
1008,1014,0.0,675
1008,1014,0.0,676
1008,1014,0.0,677
1008,1014,0.0,678
1008,1014,0.0,679
1008,1014,0.0,680
1008,1014,0.0,681
1008,1014,0.0,682
1008,1014,0.0,683
1008,1014,0.0,684
1008,1014,0.0,685
1008,1014,0.0,686
1008,1014,0.0,687
1008,1014,0.0,688
1008,1014,0.0,689
1008,1014,0.0,690
1008,1014,0.0,691
1008,1014,0.0,692
1008,1014,0.0,693
1008,1014,0.0,694
1008,1014,0.0,695
1008,1014,0.0,696
1008,1014,0.0,697
1008,1014,0.0,698
1008,1014,0.0,699
1008,1014,0.0,700
1008,1014,0.0,701
1008,1014,0.0,702
1008,1014,0.0,703
1008,1014,0.0,704
1008,1014,0.0,705
1008,1014,0.0,706
1008,1014,0.0,707
1008,1014,0.0,708
