dig,dump,it
5,0,0
12,0,1
12,0,2
12,0,3
12,0,4
12,0,5
12,0,6
12,0,7
14,0,8
21,0,9
30,0,10
34,0,11
41,0,12
50,0,13
56,0,14
62,0,15
69,0,16
77,0,17
84,0,18
84,0,19
91,0,20
100,0,21
109,0,22
115,0,23
122,0,24
131,0,25
135,0,26
142,0,27
149,0,28
157,0,29
166,0,30
175,0,31
184,0,32
191,0,33
198,0,34
207,0,35
214,0,36
214,0,37
214,0,38
214,0,39
221,0,40
230,0,41
234,0,42
241,0,43
244,0,44
244,0,45
251,0,46
251,0,47
256,0,48
265,0,49
265,0,50
266,0,51
269,0,52
276,0,53
279,0,54
284,0,55
291,0,56
298,0,57
305,0,58
312,0,59
319,0,60
328,0,61
337,0,62
344,0,63
352,0,64
352,0,65
352,0,66
359,0,67
367,0,68
376,0,69
385,0,70
394,0,71
400,0,72
407,0,73
414,0,74
414,0,75
414,0,76
421,0,77
422,0,78
422,0,79
429,0,80
438,0,81
447,0,82
454,0,83
461,0,84
464,0,85
464,0,86
471,0,87
480,0,88
484,0,89
491,0,90
500,0,91
500,0,92
500,0,93
500,0,94
500,0,95
500,0,96
500,0,97
500,0,98
500,0,99
500,0,100
500,0,101
500,0,102
500,0,103
500,0,104
500,0,105
500,0,106
500,0,107
500,0,108
500,0,109
500,0,110
500,0,111
500,0,112
500,0,113
500,0,114
500,0,115
500,0,116
500,0,117
500,0,118
500,0,119
500,0,120
500,0,121
500,0,122
500,0,123
500,0,124
500,0,125
500,0,126
500,0,127
500,0,128
500,0,129
500,0,130
500,0,131
500,0,132
500,0,133
500,0,134
500,0,135
500,0,136
500,0,137
500,0,138
500,0,139
500,0,140
500,0,141
500,0,142
500,0,143
500,0,144
500,0,145
500,0,146
500,0,147
500,0,148
500,0,149
500,0,150
500,0,151
500,0,152
500,0,153
500,0,154
500,0,155
500,0,156
500,0,157
500,30,158
500,30,159
500,30,160
500,30,161
500,31,162
500,31,163
500,31,164
500,31,165
462,52,166
462,52,167
462,52,168
462,71,169
462,71,170
462,79,171
462,79,172
462,87,173
462,87,174
462,95,175
462,99,176
462,99,177
462,107,178
462,107,179
462,115,180
462,115,181
462,115,182
462,127,183
462,131,184
462,131,185
462,139,186
462,139,187
462,139,188
462,139,189
462,139,190
462,139,191
462,139,192
462,159,193
462,163,194
462,167,195
462,171,196
462,171,197
462,171,198
462,171,199
462,171,200
462,171,201
462,198,202
462,198,203
462,198,204
462,198,205
462,208,206
462,212,207
462,212,208
462,223,209
462,228,210
462,233,211
462,233,212
462,233,213
462,233,214
462,238,215
462,238,216
462,258,217
462,258,218
462,258,219
462,258,220
462,258,221
462,258,222
462,274,223
462,274,224
462,274,225
462,274,226
462,274,227
462,274,228
462,282,229
462,282,230
462,339,231
462,346,232
462,346,233
462,346,234
462,346,235
462,346,236
462,346,237
462,387,238
462,387,239
462,387,240
462,411,241
462,411,242
462,427,243
462,427,244
462,443,245
462,451,246
462,459,247
462,459,248
462,459,249
462,479,250
462,479,251
462,479,252
462,479,253
462,479,254
462,479,255
462,479,256
462,479,257
462,479,258
462,479,259
462,479,260
462,479,261
462,479,262
462,479,263
462,479,264
462,479,265
462,479,266
462,479,267
462,479,268
462,479,269
462,479,270
462,479,271
462,479,272
462,479,273
462,479,274
462,479,275
462,479,276
462,479,277
462,479,278
462,479,279
462,479,280
462,479,281
462,479,282
462,479,283
462,479,284
462,479,285
462,479,286
462,479,287
462,479,288
462,479,289
462,479,290
462,479,291
462,479,292
462,479,293
462,479,294
462,479,295
462,479,296
462,479,297
462,479,298
462,479,299
462,479,300
462,479,301
462,479,302
462,479,303
462,479,304
462,479,305
462,479,306
462,479,307
462,479,308
462,479,309
462,479,310
462,479,311
462,479,312
462,479,313
462,479,314
462,479,315
462,479,316
462,479,317
462,479,318
462,479,319
462,479,320
462,479,321
462,479,322
462,479,323
462,479,324
462,479,325
462,479,326
462,479,327
462,479,328
462,479,329
462,479,330
462,479,331
462,479,332
462,479,333
462,479,334
462,479,335
462,479,336
462,479,337
462,479,338
462,479,339
462,479,340
462,479,341
462,479,342
462,479,343
462,479,344
462,479,345
462,479,346
462,479,347
462,479,348
462,479,349
462,479,350
462,479,351
462,479,352
462,479,353
462,479,354
462,479,355
462,479,356
462,479,357
462,479,358
462,479,359
462,479,360
462,479,361
462,479,362
462,479,363
462,479,364
462,479,365
462,479,366
462,479,367
462,479,368
462,479,369
462,479,370
462,479,371
462,479,372
462,479,373
462,479,374
462,479,375
462,479,376
462,479,377
462,479,378
462,479,379
462,479,380
462,479,381
462,479,382
462,479,383
462,479,384
462,479,385
462,477,386
462,473,387
464,471,388
467,470,389
467,470,390
467,470,391
467,469,392
467,468,393
469,467,394
474,467,395
479,467,396
483,464,397
483,464,398
483,464,399
483,464,400
483,464,401
487,461,402
491,459,403
498,459,404
498,459,405
498,459,406
500,459,407
501,459,408
502,459,409
502,459,410
502,459,411
502,459,412
502,459,413
503,459,414
504,459,415
504,459,416
504,459,417
509,459,418
510,459,419
510,459,420
515,459,421
523,459,422
532,459,423
534,459,424
541,459,425
544,459,426
547,459,427
549,459,428
551,459,429
551,459,430
551,459,431
558,459,432
561,459,433
561,459,434
561,459,435
564,459,436
566,459,437
568,459,438
568,459,439
568,459,440
569,459,441
569,459,442
569,459,443
569,459,444
569,459,445
569,459,446
569,459,447
569,459,448
569,459,449
569,459,450
570,459,451
570,459,452
570,459,453
571,459,454
572,459,455
572,459,456
572,459,457
572,459,458
572,459,459
572,459,460
572,459,461
572,459,462
572,459,463
572,459,464
572,459,465
572,459,466
572,459,467
572,459,468
572,459,469
572,459,470
572,459,471
575,459,472
578,459,473
585,459,474
589,459,475
596,459,476
601,459,477
606,459,478
606,459,479
606,459,480
606,459,481
608,459,482
612,459,483
617,459,484
617,459,485
617,459,486
619,459,487
625,459,488
633,459,489
642,459,490
651,459,491
657,459,492
657,459,493
657,459,494
657,459,495
664,459,496
673,459,497
682,459,498
687,459,499
694,459,500
703,459,501
712,459,502
712,459,503
714,459,504
714,459,505
714,459,506
714,459,507
719,459,508
722,459,509
729,459,510
738,459,511
747,459,512
756,459,513
765,459,514
774,459,515
783,459,516
790,459,517
790,459,518
790,459,519
797,459,520
797,459,521
797,459,522
797,459,523
797,459,524
806,459,525
810,459,526
817,459,527
824,459,528
824,459,529
831,459,530
835,459,531
842,459,532
851,459,533
860,459,534
860,459,535
865,459,536
873,459,537
875,459,538
882,459,539
882,459,540
882,459,541
886,459,542
893,459,543
901,459,544
910,459,545
919,459,546
928,459,547
934,459,548
941,459,549
950,459,550
950,459,551
951,459,552
958,459,553
958,459,554
959,459,555
959,459,556
959,459,557
959,459,558
959,459,559
959,459,560
959,459,561
959,459,562
959,459,563
959,459,564
959,459,565
959,459,566
959,459,567
959,459,568
959,459,569
959,459,570
959,459,571
959,459,572
959,459,573
959,459,574
959,459,575
959,459,576
959,459,577
959,459,578
959,459,579
959,459,580
959,459,581
959,459,582
959,459,583
959,459,584
959,459,585
959,459,586
959,459,587
959,459,588
959,459,589
959,459,590
959,459,591
959,459,592
959,459,593
959,459,594
959,459,595
959,459,596
959,459,597
959,459,598
959,459,599
959,459,600
959,459,601
959,459,602
959,459,603
959,459,604
959,459,605
959,459,606
959,459,607
959,459,608
959,459,609
959,459,610
959,459,611
959,459,612
959,459,613
959,459,614
959,459,615
959,459,616
959,459,617
959,459,618
959,459,619
959,459,620
959,459,621
959,459,622
959,459,623
959,459,624
959,459,625
959,459,626
959,459,627
959,459,628
959,459,629
959,459,630
959,459,631
959,459,632
959,459,633
959,459,634
959,459,635
959,459,636
959,459,637
959,459,638
959,459,639
959,459,640
959,459,641
959,459,642
959,459,643
959,459,644
959,459,645
959,459,646
959,459,647
959,459,648
959,459,649
959,459,650
959,459,651
959,459,652
959,459,653
959,459,654
959,459,655
959,459,656
959,459,657
959,459,658
959,459,659
959,459,660
959,459,661
